DLY_Country,DLY_PORT,POR_Country,POR_PORT,YYYYMM,TEU_BSA (Actual),team,teu
IN,VTZ,ID,SUB,202604,,OBT,0.0
IN,VTZ,MY,PKW,202604,48,OBT,48.0
IN,VTZ,SG,SIN,202604,18,OBT,18.0
JO,AQJ,CN,SHK,202604,,OBT,0.0
JO,AQJ,EG,SKN,202604,0,OBT,0.0
JO,AQJ,ID,JKT,202604,,OBT,0.0
JO,AQJ,ID,SRG,202604,36,OBT,36.0
JO,AQJ,ID,SUB,202604,8,OBT,8.0
JO,AQJ,IN,MUN,202604,,OBT,0.0
JO,AQJ,SA,JED,202604,0,OBT,0.0
JO,AQJ,TH,LCH,202604,,OBT,0.0
JO,AQJ,TH,LKB,202604,,OBT,0.0
JO,AQJ,VN,SGN,202604,,OBT,0.0
JP,AXT,CN,CKG,202604,,OBT,0.0
JP,AXT,CN,DLC,202604,14,OBT,14.0
JP,AXT,CN,FOC,202604,4,OBT,4.0
JP,AXT,CN,NBO,202604,120,OBT,120.0
JP,AXT,CN,SHA,202604,284,OBT,284.0
JP,AXT,CN,SHK,202604,,OBT,0.0
JP,AXT,CN,TAO,202604,8,OBT,8.0
JP,AXT,CN,XGG,202604,4,OBT,4.0
JP,AXT,CN,XMN,202604,12,OBT,12.0
JP,AXT,ID,JKT,202604,,OBT,0.0
JP,AXT,ID,SRG,202604,,OBT,0.0
JP,AXT,IN,LDH,202604,,OBT,0.0
JP,AXT,MY,PEN,202604,8,OBT,8.0
JP,AXT,MY,PGU,202604,,OBT,0.0
JP,AXT,MY,PKG,202604,34,OBT,34.0
JP,AXT,PH,MNL,202604,76,OBT,76.0
JP,AXT,TH,BKK,202604,,OBT,0.0
JP,AXT,TH,LCH,202604,11,OBT,11.0
JP,AXT,TH,LKB,202604,4,OBT,4.0
JP,AXT,VN,HPH,202604,,OBT,0.0
JP,AXT,VN,SGN,202604,12,OBT,12.0
JP,CHB,CN,CKG,202604,,OBT,0.0
JP,CHB,CN,DLC,202604,5,OBT,5.0
JP,CHB,CN,NBO,202604,,OBT,0.0
JP,CHB,CN,SHA,202604,,OBT,0.0
JP,CHB,CN,TAO,202604,10,OBT,10.0
JP,CHB,CN,XGG,202604,8,OBT,8.0
JP,CHB,ID,JKT,202604,11,OBT,11.0
JP,CHB,ID,SUB,202604,6,OBT,6.0
JP,CHB,IN,AMD,202604,,OBT,0.0
JP,CHB,PH,MNL,202604,677,OBT,677.0
JP,CHB,TH,BKK,202604,,OBT,0.0
JP,CHB,TH,LCH,202604,9,OBT,9.0
JP,CHB,VN,SGN,202604,,OBT,0.0
JP,FKY,CN,CKG,202604,,OBT,0.0
JP,FKY,CN,DLC,202604,37,OBT,37.0
JP,FKY,CN,FQG,202604,,OBT,0.0
JP,FKY,CN,SHA,202604,8,OBT,8.0
JP,FKY,CN,TAO,202604,,OBT,0.0
JP,FKY,CN,XGG,202604,4,OBT,4.0
JP,FKY,CN,XMN,202604,8,OBT,8.0
JP,FKY,HK,HKG,202604,65,OBT,65.0
JP,FKY,ID,JKT,202604,,OBT,0.0
JP,FKY,ID,SUB,202604,6,OBT,6.0
JP,FKY,IN,HZR,202604,,OBT,0.0
JP,FKY,IN,VTZ,202604,,OBT,0.0
JP,FKY,MM,RGN,202604,,OBT,0.0
JP,FKY,MY,PGU,202604,,OBT,0.0
JP,FKY,TH,BKK,202604,6,OBT,6.0
JP,FKY,TH,LCH,202604,,OBT,0.0
JP,FKY,VN,HPH,202604,,OBT,0.0
JP,FKY,VN,SGN,202604,,OBT,0.0
JP,HHE,CN,CSX,202604,,OBT,0.0
JP,HHE,CN,DLC,202604,8,OBT,8.0
JP,HHE,CN,HUA,202604,,OBT,0.0
JP,HHE,CN,LYG,202604,,OBT,0.0
JP,HHE,CN,SHA,202604,,OBT,0.0
JP,HHE,CN,SHK,202604,,OBT,0.0
JP,HHE,CN,TAO,202604,4,OBT,4.0
JP,HHE,CN,XGG,202604,8,OBT,8.0
JP,HHE,ID,SUB,202604,,OBT,0.0
JP,HHE,IN,NSA,202604,,OBT,0.0
JP,HHE,IN,VTZ,202604,,OBT,0.0
JP,HHE,MY,PEN,202604,10,OBT,10.0
JP,HHE,MY,PKW,202604,,OBT,0.0
JP,HHE,PH,MNL,202604,52,OBT,52.0
JP,HHE,TH,BKK,202604,,OBT,0.0
JP,HHE,TH,LCH,202604,,OBT,0.0
JP,HHE,TH,LKB,202604,,OBT,0.0
JP,HHE,VN,SGN,202604,,OBT,0.0
JP,HIJ,CN,DLC,202604,,OBT,0.0
JP,HIJ,CN,FOC,202604,8,OBT,8.0
JP,HIJ,CN,FQG,202604,,OBT,0.0
JP,HIJ,CN,LYG,202604,,OBT,0.0
JP,HIJ,CN,SHA,202604,8,OBT,8.0
JP,HIJ,CN,SHK,202604,,OBT,0.0
JP,HIJ,CN,SWA,202604,,OBT,0.0
JP,HIJ,CN,TAO,202604,,OBT,0.0
JP,HIJ,CN,XGG,202604,4,OBT,4.0
JP,HIJ,CN,XMN,202604,8,OBT,8.0
JP,HIJ,ID,JKT,202604,,OBT,0.0
JP,HIJ,ID,SUB,202604,26,OBT,26.0
JP,HIJ,IN,HZR,202604,,OBT,0.0
JP,HIJ,IN,PTI,202604,,OBT,0.0
JP,HIJ,MY,PEN,202604,,OBT,0.0
JP,HIJ,MY,PKW,202604,,OBT,0.0
JP,HIJ,PH,MNL,202604,39,OBT,39.0
JP,HIJ,TH,BKK,202604,3,OBT,3.0
JP,HIJ,TH,LCH,202604,19,OBT,19.0
JP,HIJ,VN,HPH,202604,36,OBT,36.0
JP,HIJ,VN,SGN,202604,3,OBT,3.0
JP,HKT,CN,CGS,202604,,OBT,0.0
JP,HKT,CN,DLC,202604,,OBT,0.0
JP,HKT,CN,NBO,202604,,OBT,0.0
JP,HKT,CN,SHA,202604,,OBT,0.0
JP,HKT,CN,XGG,202604,8,OBT,8.0
JP,HKT,ID,JKT,202604,8,OBT,8.0
JP,HKT,ID,SUB,202604,12,OBT,12.0
JP,HKT,IN,HZR,202604,,OBT,0.0
JP,HKT,IN,KKU,202604,,OBT,0.0
JP,HKT,IN,MUN,202604,5,OBT,5.0
JP,HKT,IN,NSA,202604,0,OBT,0.0
JP,HKT,MY,PEN,202604,5,OBT,5.0
JP,HKT,MY,PKG,202604,,OBT,0.0
JP,HKT,MY,PKW,202604,,OBT,0.0
JP,HKT,OM,SOH,202604,,OBT,0.0
JP,HKT,TH,BKK,202604,6,OBT,6.0
JP,HKT,TH,LCH,202604,,OBT,0.0
JP,HKT,VN,SGN,202604,36,OBT,36.0
JP,HSM,CN,TAO,202604,5,OBT,5.0
JP,HTA,CN,DLC,202604,36,OBT,36.0
JP,HTA,CN,LYG,202604,,OBT,0.0
JP,HTA,CN,NKG,202604,,OBT,0.0
JP,HTA,CN,TAO,202604,49,OBT,49.0
JP,HTA,CN,TCG,202604,,OBT,0.0
JP,HTA,CN,XGG,202604,,OBT,0.0
JP,HTA,MY,PGU,202604,,OBT,0.0
JP,HTA,TH,BKK,202604,,OBT,0.0
JP,HTA,VN,HPH,202604,,OBT,0.0
JP,HTA,VN,SGN,202604,,OBT,0.0
JP,IMB,CN,CKG,202604,,OBT,0.0
JP,IMB,CN,DLC,202604,20,OBT,20.0
JP,IMB,CN,LYG,202604,,OBT,0.0
JP,IMB,CN,NBO,202604,,OBT,0.0
JP,IMB,CN,SHA,202604,8,OBT,8.0
JP,IMB,CN,TAO,202604,,OBT,0.0
JP,IMB,CN,XGG,202604,,OBT,0.0
JP,IMB,HK,HKG,202604,12,OBT,12.0
JP,IMB,ID,JKT,202604,,OBT,0.0
JP,IMB,ID,SUB,202604,,OBT,0.0
JP,IMB,IN,KKU,202604,,OBT,0.0
JP,IMB,IN,LDH,202604,,OBT,0.0
JP,IMB,MY,PKG,202604,,OBT,0.0
JP,IMB,PH,MIP,202604,,OBT,0.0
JP,IMB,PH,MNL,202604,,OBT,0.0
JP,IMB,VN,HPH,202604,,OBT,0.0
JP,IMB,VN,SGN,202604,103,OBT,103.0
JP,IMI,CN,DLC,202604,,OBT,0.0
JP,IMI,CN,FOC,202604,,OBT,0.0
JP,IMI,CN,LYG,202604,,OBT,0.0
JP,IMI,CN,NBO,202604,,OBT,0.0
JP,IMI,CN,SHA,202604,2,OBT,2.0
JP,IMI,CN,SHK,202604,33,OBT,33.0
JP,IMI,CN,TAO,202604,5,OBT,5.0
JP,IMI,CN,XGG,202604,8,OBT,8.0
JP,IMI,CN,XMN,202604,,OBT,0.0
JP,IMI,ID,JKT,202604,8,OBT,8.0
JP,IMI,ID,PJG,202604,,OBT,0.0
JP,IMI,IN,MUN,202604,,OBT,0.0
JP,IMI,IN,NSA,202604,,OBT,0.0
JP,IMI,LK,CMB,202604,3,OBT,3.0
JP,IMI,MY,PEN,202604,8,OBT,8.0
JP,IMI,MY,PGU,202604,,OBT,0.0
JP,IMI,MY,PKG,202604,,OBT,0.0
JP,IMI,MY,PKW,202604,,OBT,0.0
JP,IMI,PK,KHI,202604,,OBT,0.0
JP,IMI,TH,BKK,202604,,OBT,0.0
JP,IMI,TH,LCH,202604,80,OBT,80.0
JP,IMI,VN,SGN,202604,100,OBT,100.0
JP,ISI,CN,CGD,202604,,OBT,0.0
JP,ISI,CN,CGS,202604,,OBT,0.0
JP,ISI,CN,CSX,202604,,OBT,0.0
JP,ISI,CN,DLC,202604,,OBT,0.0
JP,ISI,CN,FQG,202604,,OBT,0.0
JP,ISI,CN,LYG,202604,,OBT,0.0
JP,ISI,CN,NBO,202604,5,OBT,5.0
JP,ISI,CN,NKG,202604,30,OBT,30.0
JP,ISI,CN,SHA,202604,50,OBT,50.0
JP,ISI,CN,SHK,202604,80,OBT,80.0
JP,ISI,CN,TAO,202604,5,OBT,5.0
JP,ISI,CN,XGG,202604,8,OBT,8.0
JP,ISI,CN,XMN,202604,4,OBT,4.0
JP,ISI,ID,SUB,202604,,OBT,0.0
JP,ISI,IN,MUN,202604,,OBT,0.0
JP,ISI,MY,PGU,202604,,OBT,0.0
JP,ISI,MY,PKW,202604,15,OBT,15.0
JP,ISI,PH,MNL,202604,103,OBT,103.0
JP,ISI,TH,BKK,202604,6,OBT,6.0
JP,ISI,TH,LCH,202604,4,OBT,4.0
JP,ISI,VN,HPH,202604,50,OBT,50.0
JP,ISI,VN,SGN,202604,10,OBT,10.0
JP,IWK,CN,CKG,202604,,OBT,0.0
JP,IWK,CN,NKG,202604,,OBT,0.0
JP,IWK,CN,TAO,202604,5,OBT,5.0
JP,IWK,CN,XGG,202604,8,OBT,8.0
JP,IWK,TH,LCH,202604,,OBT,0.0
JP,IYM,CN,CGS,202604,,OBT,0.0
JP,IYM,CN,SHA,202604,16,OBT,16.0
JP,IYM,CN,SHK,202604,,OBT,0.0
JP,IYM,CN,TAO,202604,5,OBT,5.0
JP,IYM,CN,WHI,202604,,OBT,0.0
JP,IYM,CN,XGG,202604,8,OBT,8.0
JP,IYM,CN,XMN,202604,8,OBT,8.0
JP,IYM,CN,YAN,202604,100,OBT,100.0
JP,IYM,ID,JKT,202604,4,OBT,4.0
JP,IYM,ID,SUB,202604,10,OBT,10.0
JP,IYM,MY,PKG,202604,,OBT,0.0
JP,IYM,TH,BKK,202604,14,OBT,14.0
JP,IYM,TH,LCH,202604,32,OBT,32.0
JP,IYM,TH,LKB,202604,4,OBT,4.0
JP,IYM,VN,HPH,202604,,OBT,0.0
JP,IYM,VN,SGN,202604,,OBT,0.0
JP,KIJ,CN,CGS,202604,,OBT,0.0
JP,KIJ,CN,CKG,202604,,OBT,0.0
JP,KIJ,CN,DLC,202604,69,OBT,69.0
JP,KIJ,CN,FOC,202604,8,OBT,8.0
JP,KIJ,CN,FQG,202604,,OBT,0.0
JP,KIJ,CN,HUA,202604,4,OBT,4.0
JP,KIJ,CN,LYG,202604,,OBT,0.0
JP,KIJ,CN,NBO,202604,56,OBT,56.0
JP,KIJ,CN,NKG,202604,8,OBT,8.0
JP,KIJ,CN,NNS,202604,,OBT,0.0
JP,KIJ,CN,SHA,202604,139,OBT,139.0
JP,KIJ,CN,SHK,202604,63,OBT,63.0
JP,KIJ,CN,SWA,202604,,OBT,0.0
JP,KIJ,CN,TAO,202604,479,OBT,479.0
JP,KIJ,CN,WHI,202604,,OBT,0.0
JP,KIJ,CN,XGG,202604,42,OBT,42.0
JP,KIJ,CN,XMN,202604,52,OBT,52.0
JP,KIJ,CN,YAN,202604,,OBT,0.0
JP,KIJ,CN,YTN,202604,,OBT,0.0
JP,KIJ,HK,HKG,202604,,OBT,0.0
JP,KIJ,ID,SRG,202604,,OBT,0.0
JP,KIJ,ID,SUB,202604,,OBT,0.0
JP,KIJ,IN,BDM,202604,,OBT,0.0
JP,KIJ,IN,DRI,202604,,OBT,0.0
JP,KIJ,MY,PEN,202604,,OBT,0.0
JP,KIJ,MY,PGU,202604,,OBT,0.0
JP,KIJ,MY,PKG,202604,0,OBT,0.0
JP,KIJ,MY,PKW,202604,,OBT,0.0
JP,KIJ,PH,MNL,202604,0,OBT,0.0
JP,KIJ,TH,BKK,202604,20,OBT,20.0
JP,KIJ,TH,LCH,202604,3,OBT,3.0
JP,KIJ,VN,HPH,202604,,OBT,0.0
JP,KIJ,VN,SGN,202604,4,OBT,4.0
JP,KMJ,CN,SHA,202604,16,OBT,16.0
JP,KMJ,TH,BKK,202604,6,OBT,6.0
JP,KMJ,VN,HPH,202604,36,OBT,36.0
JP,KNZ,CN,DLC,202604,27,OBT,27.0
JP,KNZ,CN,FQG,202604,,OBT,0.0
JP,KNZ,CN,LYG,202604,,OBT,0.0
JP,KNZ,CN,NBO,202604,48,OBT,48.0
JP,KNZ,CN,NKG,202604,8,OBT,8.0
JP,KNZ,CN,SHA,202604,35,OBT,35.0
JP,KNZ,CN,SHK,202604,,OBT,0.0
JP,KNZ,CN,TAO,202604,5,OBT,5.0
JP,KNZ,CN,XGG,202604,0,OBT,0.0
JP,KNZ,CN,XMN,202604,,OBT,0.0
JP,KNZ,HK,HKG,202604,158,OBT,158.0
JP,KNZ,ID,JKT,202604,426,OBT,426.0
JP,KNZ,IN,HZR,202604,,OBT,0.0
JP,KNZ,IN,MAA,202604,,OBT,0.0
JP,KNZ,IN,VRM,202604,,OBT,0.0
JP,KNZ,MY,PEN,202604,5,OBT,5.0
JP,KNZ,MY,PGU,202604,,OBT,0.0
JP,KNZ,MY,PKG,202604,28,OBT,28.0
JP,KNZ,MY,PKW,202604,,OBT,0.0
JP,KNZ,PK,KHI,202604,,OBT,0.0
JP,KNZ,SG,SIN,202604,,OBT,0.0
JP,KNZ,TH,BKK,202604,60,OBT,60.0
JP,KNZ,TH,LCH,202604,0,OBT,0.0
JP,KNZ,VN,HPH,202604,,OBT,0.0
JP,KNZ,VN,SGN,202604,2,OBT,2.0
JP,KSM,ID,SUB,202604,3,OBT,3.0
JP,MAI,CN,CKG,202604,,OBT,0.0
JP,MAI,CN,DLC,202604,,OBT,0.0
JP,MAI,CN,SHA,202604,,OBT,0.0
JP,MAI,CN,XMN,202604,,OBT,0.0
JP,MAI,IN,LDH,202604,,OBT,0.0
JP,MAI,VN,HPH,202604,,OBT,0.0
JP,MAI,VN,SGN,202604,,OBT,0.0
JP,MIZ,CN,DLC,202604,27,OBT,27.0
JP,MIZ,CN,LYG,202604,15,OBT,15.0
JP,MIZ,CN,NBO,202604,,OBT,0.0
JP,MIZ,CN,NKG,202604,,OBT,0.0
JP,MIZ,CN,NNS,202604,,OBT,0.0
JP,MIZ,CN,SHA,202604,7,OBT,7.0
JP,MIZ,CN,SHK,202604,,OBT,0.0
JP,MIZ,CN,XGG,202604,12,OBT,12.0
JP,MIZ,CN,ZJG,202604,,OBT,0.0
JP,MIZ,ID,JKT,202604,11,OBT,11.0
JP,MIZ,ID,SUB,202604,39,OBT,39.0
JP,MIZ,IN,AMD,202604,,OBT,0.0
JP,MIZ,IN,BDM,202604,,OBT,0.0
JP,MIZ,IN,GHR,202604,,OBT,0.0
JP,MIZ,IN,LDH,202604,,OBT,0.0
JP,MIZ,IN,MUN,202604,,OBT,0.0
JP,MIZ,MY,PEN,202604,,OBT,0.0
JP,MIZ,MY,PGU,202604,,OBT,0.0
JP,MIZ,MY,PKG,202604,26,OBT,26.0
JP,MIZ,MY,PKW,202604,,OBT,0.0
JP,MIZ,TH,BKK,202604,24,OBT,24.0
JP,MIZ,TH,LCH,202604,,OBT,0.0
JP,MIZ,VN,HPH,202604,,OBT,0.0
JP,MIZ,VN,SGN,202604,1,OBT,1.0
JP,MOJ,CN,LYG,202604,,OBT,0.0
JP,MOJ,CN,SHA,202604,,OBT,0.0
JP,MOJ,ID,JKT,202604,,OBT,0.0
JP,MOJ,ID,SUB,202604,,OBT,0.0
JP,MOJ,IN,HZR,202604,2,OBT,2.0
JP,MOJ,IN,MDD,202604,,OBT,0.0
JP,MOJ,IN,MUN,202604,,OBT,0.0
JP,MOJ,IN,NSA,202604,,OBT,0.0
JP,MOJ,IN,VTZ,202604,,OBT,0.0
JP,MOJ,MY,PEN,202604,5,OBT,5.0
JP,MOJ,MY,PKG,202604,0,OBT,0.0
JP,MOJ,MY,PKW,202604,,OBT,0.0
JP,MOJ,PH,MIP,202604,,OBT,0.0
JP,MOJ,PH,MNL,202604,52,OBT,52.0
JP,MOJ,TH,BKK,202604,28,OBT,28.0
JP,MOJ,TH,LCH,202604,,OBT,0.0
JP,MOJ,VN,HPH,202604,,OBT,0.0
JP,MOJ,VN,SGN,202604,,OBT,0.0
JP,MYJ,CN,CGS,202604,,OBT,0.0
JP,MYJ,CN,CKG,202604,,OBT,0.0
JP,MYJ,CN,DLC,202604,,OBT,0.0
JP,MYJ,CN,JJG,202604,,OBT,0.0
JP,MYJ,CN,NBO,202604,,OBT,0.0
JP,MYJ,CN,SHA,202604,7,OBT,7.0
JP,MYJ,CN,SHK,202604,14,OBT,14.0
JP,MYJ,CN,TAO,202604,5,OBT,5.0
JP,MYJ,CN,XGG,202604,8,OBT,8.0
JP,MYJ,CN,XMN,202604,,OBT,0.0
JP,MYJ,CN,YAN,202604,,OBT,0.0
JP,MYJ,ID,JKT,202604,8,OBT,8.0
JP,MYJ,ID,SUB,202604,9,OBT,9.0
JP,MYJ,IN,MUN,202604,,OBT,0.0
JP,MYJ,IN,TUT,202604,,OBT,0.0
JP,MYJ,MY,PKG,202604,,OBT,0.0
JP,MYJ,PH,MNL,202604,42,OBT,42.0
JP,MYJ,TH,BKK,202604,,OBT,0.0
JP,MYJ,TH,LCH,202604,8,OBT,8.0
JP,MYJ,VN,SGN,202604,,OBT,0.0
JP,NAN,ID,SUB,202604,3,OBT,3.0
JP,NAO,CN,CKG,202604,,OBT,0.0
JP,NAO,CN,DLC,202604,6,OBT,6.0
JP,NAO,CN,NBO,202604,,OBT,0.0
JP,NAO,CN,SHA,202604,6,OBT,6.0
JP,NAO,CN,SHK,202604,,OBT,0.0
JP,NAO,CN,SWA,202604,,OBT,0.0
JP,NAO,CN,TAO,202604,,OBT,0.0
JP,NAO,CN,XGG,202604,110,OBT,110.0
JP,NAO,ID,BLW,202604,,OBT,0.0
JP,NAO,ID,JKT,202604,,OBT,0.0
JP,NAO,ID,SUB,202604,6,OBT,6.0
JP,NAO,TH,BKK,202604,30,OBT,30.0
JP,NAO,VN,SGN,202604,9,OBT,9.0
JP,NGO,CN,CGS,202604,,OBT,0.0
JP,NGO,CN,LYG,202604,,OBT,0.0
JP,NGO,CN,SHA,202604,36,OBT,36.0
JP,NGO,CN,SHK,202604,12,OBT,12.0
JP,NGO,CN,TAO,202604,,OBT,0.0
JP,NGO,HK,HKG,202604,,OBT,0.0
JP,NGO,ID,BDJ,202604,,OBT,0.0
JP,NGO,ID,JKT,202604,4,OBT,4.0
JP,NGO,ID,SUB,202604,209,OBT,209.0
JP,NGO,IN,AMD,202604,,OBT,0.0
JP,NGO,IN,DRI,202604,,OBT,0.0
JP,NGO,IN,GHR,202604,,OBT,0.0
JP,NGO,IN,HZR,202604,10,OBT,10.0
JP,NGO,IN,JHT,202604,,OBT,0.0
JP,NGO,IN,KTP,202604,,OBT,0.0
JP,NGO,IN,LDH,202604,,OBT,0.0
JP,NGO,IN,MAA,202604,,OBT,0.0
JP,NGO,IN,MDD,202604,,OBT,0.0
JP,NGO,IN,MUN,202604,,OBT,0.0
JP,NGO,IN,NSA,202604,,OBT,0.0
JP,NGO,IN,ROR,202604,,OBT,0.0
JP,NGO,IN,TKD,202604,,OBT,0.0
JP,NGO,IN,VRM,202604,,OBT,0.0
JP,NGO,IN,VTZ,202604,,OBT,0.0
JP,NGO,MY,PEN,202604,5,OBT,5.0
JP,NGO,OM,SOH,202604,,OBT,0.0
JP,NGO,PK,KHI,202604,,OBT,0.0
JP,NGO,TH,BKK,202604,16,OBT,16.0
JP,NGO,TH,LCH,202604,246,OBT,246.0
JP,NGO,TH,LKB,202604,,OBT,0.0
JP,NGO,VN,HPH,202604,,OBT,0.0
JP,NGO,VN,SGN,202604,64,OBT,64.0
JP,NGS,CN,NBO,202604,,OBT,0.0
JP,NGS,CN,SHA,202604,3,OBT,3.0
JP,NGS,CN,XGG,202604,4,OBT,4.0
JP,NGS,CN,XMN,202604,4,OBT,4.0
JP,NGS,PH,MNL,202604,71,OBT,71.0
JP,NGS,TH,BKK,202604,4,OBT,4.0
JP,OIT,CN,LYG,202604,,OBT,0.0
JP,OIT,CN,XGG,202604,,OBT,0.0
JP,OIT,CN,YAN,202604,,OBT,0.0
JP,OIT,MY,PGU,202604,,OBT,0.0
JP,OIT,MY,PKW,202604,,OBT,0.0
JP,OIT,PH,MIP,202604,,OBT,0.0
JP,OIT,SG,SIN,202604,,OBT,0.0
JP,OIT,VN,HPH,202604,,OBT,0.0
JP,ONA,CN,DLC,202604,,OBT,0.0
JP,ONA,CN,LYG,202604,,OBT,0.0
JP,ONA,CN,NBO,202604,,OBT,0.0
JP,ONA,CN,SHA,202604,6,OBT,6.0
JP,ONA,CN,SHK,202604,,OBT,0.0
JP,ONA,CN,TAO,202604,43,OBT,43.0
JP,ONA,CN,XGG,202604,30,OBT,30.0
JP,ONA,ID,JKT,202604,8,OBT,8.0
JP,ONA,IN,BDM,202604,,OBT,0.0
JP,ONA,IN,KTP,202604,,OBT,0.0
JP,ONA,IN,MUN,202604,,OBT,0.0
JP,ONA,MY,PEN,202604,8,OBT,8.0
JP,ONA,MY,PKG,202604,,OBT,0.0
JP,ONA,MY,PKW,202604,,OBT,0.0
JP,ONA,TH,BKK,202604,,OBT,0.0
JP,ONA,TH,LCH,202604,6,OBT,6.0
JP,ONA,TH,LKB,202604,4,OBT,4.0
JP,ONA,VN,HPH,202604,,OBT,0.0
JP,ONA,VN,SGN,202604,,OBT,0.0
JP,OSA,CN,CGS,202604,,OBT,0.0
JP,OSA,CN,FQG,202604,,OBT,0.0
JP,OSA,CN,LYG,202604,,OBT,0.0
JP,OSA,CN,SHA,202604,,OBT,0.0
JP,OSA,CN,SHK,202604,112,OBT,112.0
JP,OSA,CN,TAO,202604,,OBT,0.0
JP,OSA,HK,HKG,202604,,OBT,0.0
JP,OSA,ID,BDJ,202604,,OBT,0.0
JP,OSA,ID,JKT,202604,12,OBT,12.0
JP,OSA,ID,SUB,202604,156,OBT,156.0
JP,OSA,IN,AMD,202604,,OBT,0.0
JP,OSA,IN,ANK,202604,,OBT,0.0
JP,OSA,IN,DRI,202604,,OBT,0.0
JP,OSA,IN,HZR,202604,,OBT,0.0
JP,OSA,IN,KKU,202604,15,OBT,15.0
JP,OSA,IN,LDH,202604,,OBT,0.0
JP,OSA,IN,MAA,202604,,OBT,0.0
JP,OSA,IN,MDD,202604,,OBT,0.0
JP,OSA,IN,MUN,202604,5,OBT,5.0
JP,OSA,IN,NSA,202604,2,OBT,2.0
JP,OSA,IN,TUT,202604,,OBT,0.0
JP,OSA,IN,VRM,202604,,OBT,0.0
JP,OSA,IN,VTZ,202604,,OBT,0.0
JP,OSA,MY,PEN,202604,32,OBT,32.0
JP,OSA,MY,PKG,202604,0,OBT,0.0
JP,OSA,MY,PKW,202604,,OBT,0.0
JP,OSA,OM,SOH,202604,,OBT,0.0
JP,OSA,PH,MIP,202604,,OBT,0.0
JP,OSA,PH,MNL,202604,,OBT,0.0
JP,OSA,PK,KHI,202604,5,OBT,5.0
JP,OSA,SG,SIN,202604,,OBT,0.0
JP,OSA,TH,BKK,202604,4,OBT,4.0
JP,OSA,TH,LCH,202604,20,OBT,20.0
JP,OSA,VN,HPH,202604,38,OBT,38.0
JP,OSA,VN,SGN,202604,,OBT,0.0
JP,SBS,CN,CSX,202604,,OBT,0.0
JP,SBS,CN,DLC,202604,10,OBT,10.0
JP,SBS,CN,LYG,202604,,OBT,0.0
JP,SBS,CN,NBO,202604,,OBT,0.0
JP,SBS,CN,SHA,202604,,OBT,0.0
JP,SBS,CN,SHK,202604,,OBT,0.0
JP,SBS,CN,TAO,202604,5,OBT,5.0
JP,SBS,CN,XMN,202604,,OBT,0.0
JP,SBS,ID,JKT,202604,,OBT,0.0
JP,SBS,ID,SUB,202604,5,OBT,5.0
JP,SBS,MY,PEN,202604,,OBT,0.0
JP,SBS,MY,PGU,202604,,OBT,0.0
JP,SBS,MY,PKW,202604,,OBT,0.0
JP,SBS,SG,SIN,202604,,OBT,0.0
JP,SBS,TH,BKK,202604,20,OBT,20.0
JP,SBS,TH,LCH,202604,,OBT,0.0
JP,SBS,VN,HPH,202604,,OBT,0.0
JP,SBS,VN,SGN,202604,,OBT,0.0
JP,SDJ,CN,CKG,202604,,OBT,0.0
JP,SDJ,CN,DLC,202604,94,OBT,94.0
JP,SDJ,CN,FQG,202604,,OBT,0.0
JP,SDJ,CN,LUU,202604,,OBT,0.0
JP,SDJ,CN,LYG,202604,15,OBT,15.0
JP,SDJ,CN,NBO,202604,125,OBT,125.0
JP,SDJ,CN,NKG,202604,45,OBT,45.0
JP,SDJ,CN,SHA,202604,241,OBT,241.0
JP,SDJ,CN,SHK,202604,130,OBT,130.0
JP,SDJ,CN,SWA,202604,130,OBT,130.0
JP,SDJ,CN,TAO,202604,242,OBT,242.0
JP,SDJ,CN,TCG,202604,,OBT,0.0
JP,SDJ,CN,XGG,202604,28,OBT,28.0
JP,SDJ,CN,XMN,202604,92,OBT,92.0
JP,SDJ,CN,YAN,202604,,OBT,0.0
JP,SDJ,ID,BDJ,202604,,OBT,0.0
JP,SDJ,ID,JKT,202604,28,OBT,28.0
JP,SDJ,ID,SRG,202604,6,OBT,6.0
JP,SDJ,ID,SUB,202604,41,OBT,41.0
JP,SDJ,IN,MUN,202604,,OBT,0.0
JP,SDJ,IN,NSA,202604,,OBT,0.0
JP,SDJ,IN,VTZ,202604,,OBT,0.0
JP,SDJ,LK,CMB,202604,25,OBT,25.0
JP,SDJ,MY,PEN,202604,,OBT,0.0
JP,SDJ,MY,PKW,202604,,OBT,0.0
JP,SDJ,TH,BKK,202604,9,OBT,9.0
JP,SDJ,TH,LCH,202604,6,OBT,6.0
JP,SDJ,TH,LKB,202604,4,OBT,4.0
JP,SDJ,VN,HPH,202604,,OBT,0.0
JP,SDJ,VN,SGN,202604,13,OBT,13.0
JP,SEN,CN,LYG,202604,,OBT,0.0
JP,SEN,CN,NBO,202604,,OBT,0.0
JP,SEN,CN,SHA,202604,,OBT,0.0
JP,SEN,CN,SHK,202604,,OBT,0.0
JP,SEN,CN,TAO,202604,,OBT,0.0
JP,SEN,CN,XGG,202604,,OBT,0.0
JP,SEN,ID,SUB,202604,,OBT,0.0
JP,SEN,PH,MNL,202604,35,OBT,35.0
JP,SEN,TH,BKK,202604,,OBT,0.0
JP,SEN,TH,LCH,202604,,OBT,0.0
JP,SEN,VN,HPH,202604,,OBT,0.0
JP,SEN,VN,SGN,202604,111,OBT,111.0
